id,feat,price,choice,brand,income
80,No,8.1000004,No,Dannon,57.5
80,No,6.0999999,No,Hiland,57.5
80,No,8.1000004,Yes,Weight,57.5
80,No,11.5,No,Yoplait,57.5
81,No,8.1000004,No,Dannon,57.25
81,No,6.0999999,No,Hiland,57.25
81,No,8.1000004,Yes,Weight,57.25
81,No,11.5,No,Yoplait,57.25
82,No,8.1000004,No,Dannon,119
82,No,6.0999999,No,Hiland,119
82,No,8.1000004,No,Weight,119
82,No,11.2,Yes,Yoplait,119
83,No,8.1000004,No,Dannon,83.25
83,No,6.0999999,No,Hiland,83.25
83,No,8.1000004,No,Weight,83.25
83,No,11.2,Yes,Yoplait,83.25
84,No,8.6000004,No,Dannon,78.25
84,No,6.0999999,No,Hiland,78.25
84,No,8.6000004,No,Weight,78.25
84,No,12.2,Yes,Yoplait,78.25
85,No,8.6000004,No,Dannon,119.25
85,No,6.0999999,No,Hiland,119.25
85,No,8.6000004,No,Weight,119.25
85,No,12.2,Yes,Yoplait,119.25
86,No,8.6000004,No,Dannon,77.25
86,No,6.0999999,No,Hiland,77.25
86,No,8.6000004,No,Weight,77.25
86,No,12.2,Yes,Yoplait,77.25
87,No,8.6000004,No,Dannon,128.5
87,No,6.0999999,No,Hiland,128.5
87,No,8.6000004,No,Weight,128.5
87,No,12.2,Yes,Yoplait,128.5
88,No,8.6000004,No,Dannon,70.25
88,No,6.0999999,No,Hiland,70.25
88,No,8.6000004,No,Weight,70.25
88,No,12.2,Yes,Yoplait,70.25
89,No,8.6000004,No,Dannon,78
89,No,6.0999999,No,Hiland,78
89,No,8.6000004,No,Weight,78
89,No,12.2,Yes,Yoplait,78
90,No,8.6000004,No,Dannon,81.75
90,No,6.0999999,No,Hiland,81.75
90,No,8.6000004,No,Weight,81.75
90,No,12.2,Yes,Yoplait,81.75
91,No,7.4000001,Yes,Dannon,33.5
91,No,6.0999999,No,Hiland,33.5
91,No,8.1000004,No,Weight,33.5
91,No,11,No,Yoplait,33.5
92,No,7.4000001,Yes,Dannon,46.75
92,No,6.0999999,No,Hiland,46.75
92,No,8.1000004,No,Weight,46.75
92,No,11,No,Yoplait,46.75
93,No,8.1000004,Yes,Dannon,52.25
93,No,6.5999999,No,Hiland,52.25
93,No,8.1000004,No,Weight,52.25
93,No,10.3,No,Yoplait,52.25
94,No,8.1000004,Yes,Dannon,44
94,No,6.5999999,No,Hiland,44
94,No,7.9000006,No,Weight,44
94,No,10.3,No,Yoplait,44
95,No,8.1000004,Yes,Dannon,60.25
95,No,6.5999999,No,Hiland,60.25
95,No,7.9000006,No,Weight,60.25
95,No,10.3,No,Yoplait,60.25
96,No,8.1000004,Yes,Dannon,46.75
96,No,6.5999999,No,Hiland,46.75
96,No,7.9000006,No,Weight,46.75
96,No,10.3,No,Yoplait,46.75
97,No,8.1000004,Yes,Dannon,39.25
97,No,6.5999999,No,Hiland,39.25
97,No,7.9000006,No,Weight,39.25
97,No,12.5,No,Yoplait,39.25
98,No,8.1000004,Yes,Dannon,46.5
98,No,6.5999999,No,Hiland,46.5
98,No,7.9000006,No,Weight,46.5
98,No,12.5,No,Yoplait,46.5
99,No,9.7999992,No,Dannon,37.75
99,No,4.9000001,No,Hiland,37.75
99,No,7.9000006,No,Weight,37.75
99,No,2,Yes,Yoplait,37.75
100,No,8.1000004,Yes,Dannon,60.5
100,No,4.9000001,No,Hiland,60.5
100,No,7.9000006,No,Weight,60.5
100,No,10.3,No,Yoplait,60.5
101,Yes,6.0999999,Yes,Dannon,30
101,No,4.9000001,No,Hiland,30
101,No,7.9000006,No,Weight,30
101,No,10.3,No,Yoplait,30
102,No,8.1000004,No,Dannon,78.75
102,No,5,No,Hiland,78.75
102,No,7.9000006,No,Weight,78.75
102,No,10.8,Yes,Yoplait,78.75
103,No,8.1000004,No,Dannon,109
103,No,5,No,Hiland,109
103,No,7.9000006,No,Weight,109
103,No,10.8,Yes,Yoplait,109
104,No,8.1000004,Yes,Dannon,85.5
104,No,5,No,Hiland,85.5
104,No,7.9000006,No,Weight,85.5
104,No,10.8,No,Yoplait,85.5
105,No,8.1000004,Yes,Dannon,36
105,No,5,No,Hiland,36
105,No,7.9000006,No,Weight,36
105,No,10.8,No,Yoplait,36
106,No,8.1000004,Yes,Dannon,69.25
106,No,5,No,Hiland,69.25
106,No,7.9000006,No,Weight,69.25
106,No,10.8,No,Yoplait,69.25
107,No,8.1000004,No,Dannon,99
107,No,5,No,Hiland,99
107,No,7.9000006,No,Weight,99
107,No,10.8,Yes,Yoplait,99
108,No,8.1000004,Yes,Dannon,68
108,No,4.3000002,No,Hiland,68
108,No,7.9000006,No,Weight,68
108,No,11.5,No,Yoplait,68
109,No,6.3000002,Yes,Dannon,28.25
109,No,5,No,Hiland,28.25
109,No,7.9000006,No,Weight,28.25
109,No,10.8,No,Yoplait,28.25
110,No,5.0999999,No,Dannon,123.25
110,No,5,No,Hiland,123.25
110,No,7.9000006,No,Weight,123.25
110,No,10.8,Yes,Yoplait,123.25
111,No,4.6999998,No,Dannon,92.5
111,No,5,No,Hiland,92.5
111,No,7.9000006,No,Weight,92.5
111,No,10.8,Yes,Yoplait,92.5
112,No,7.4000001,Yes,Dannon,37
112,No,6.0999999,No,Hiland,37
112,No,8.1000004,No,Weight,37
112,No,10.3,No,Yoplait,37
113,No,7.4000001,Yes,Dannon,43.75
113,No,6.0999999,No,Hiland,43.75
113,No,8.1000004,No,Weight,43.75
113,No,10.3,No,Yoplait,43.75
114,No,7.4000001,Yes,Dannon,44
114,No,6.0999999,No,Hiland,44
114,No,8.1000004,No,Weight,44
114,No,10.3,No,Yoplait,44
115,No,7.4000001,Yes,Dannon,55
115,No,6.0999999,No,Hiland,55
115,No,8.1000004,No,Weight,55
115,No,10.3,No,Yoplait,55
116,No,8.1000004,Yes,Dannon,21.25
116,No,6.5999999,No,Hiland,21.25
116,No,7.9000006,No,Weight,21.25
116,No,12.5,No,Yoplait,21.25
117,No,8.1000004,Yes,Dannon,26.25
117,No,6.5999999,No,Hiland,26.25
117,No,7.9000006,No,Weight,26.25
117,No,12.5,No,Yoplait,26.25
118,No,8.1000004,Yes,Dannon,53.75
118,No,4.9000001,No,Hiland,53.75
118,No,7.9000006,No,Weight,53.75
118,No,10.3,No,Yoplait,53.75
119,No,8.1000004,Yes,Dannon,48.5
119,No,4.9000001,No,Hiland,48.5
119,No,7.9000006,No,Weight,48.5
119,No,10.3,No,Yoplait,48.5
120,No,8.1000004,Yes,Dannon,56.5
120,No,4.9000001,No,Hiland,56.5
120,No,7.9000006,No,Weight,56.5
120,No,10.3,No,Yoplait,56.5
121,No,8.1000004,Yes,Dannon,71.75
121,No,4.9000001,No,Hiland,71.75
121,No,7.9000006,No,Weight,71.75
121,No,10.3,No,Yoplait,71.75
122,No,8.1000004,Yes,Dannon,39.25
122,No,4.9000001,No,Hiland,39.25
122,No,7.9000006,No,Weight,39.25
122,No,12.5,No,Yoplait,39.25
123,No,8.1000004,Yes,Dannon,79.75
123,No,5,No,Hiland,79.75
123,No,7.9000006,No,Weight,79.75
123,No,10.8,No,Yoplait,79.75
124,No,8.1000004,Yes,Dannon,59.25
124,No,4.9000001,No,Hiland,59.25
124,No,7.9000006,No,Weight,59.25
124,No,10.3,No,Yoplait,59.25
125,No,8.1000004,Yes,Dannon,72
125,No,4.9000001,No,Hiland,72
125,No,7.9000006,No,Weight,72
125,No,10.3,No,Yoplait,72
126,No,8.1000004,Yes,Dannon,73.25
126,No,4.9000001,No,Hiland,73.25
126,No,7.9000006,No,Weight,73.25
126,No,10.3,No,Yoplait,73.25
127,No,8.1000004,Yes,Dannon,59.5
127,No,4.9000001,No,Hiland,59.5
127,No,7.9000006,No,Weight,59.5
127,No,10.3,No,Yoplait,59.5
128,No,8.1000004,Yes,Dannon,55.75
128,No,4.9000001,No,Hiland,55.75
128,No,7.9000006,No,Weight,55.75
128,No,10.3,No,Yoplait,55.75
129,Yes,6.0999999,Yes,Dannon,36.25
129,No,4.9000001,No,Hiland,36.25
129,No,7.9000006,No,Weight,36.25
129,No,10.3,No,Yoplait,36.25
130,No,8.1000004,Yes,Dannon,54.25
130,No,5,No,Hiland,54.25
130,No,7.9000006,No,Weight,54.25
130,No,10.8,No,Yoplait,54.25
131,No,8.6000004,Yes,Dannon,44.75
131,No,5,No,Hiland,44.75
131,No,8.6000004,No,Weight,44.75
131,No,12.2,No,Yoplait,44.75
132,No,8.6000004,Yes,Dannon,46.75
132,No,5.4000001,No,Hiland,46.75
132,No,7.9000006,No,Weight,46.75
132,No,10.8,No,Yoplait,46.75
133,No,8.6000004,Yes,Dannon,48.5
133,No,5,No,Hiland,48.5
133,Yes,6.8999996,No,Weight,48.5
133,No,5.5,No,Yoplait,48.5
134,No,8.6000004,Yes,Dannon,74.25
134,No,5,No,Hiland,74.25
134,Yes,6.8999996,No,Weight,74.25
134,No,5.5,No,Yoplait,74.25
135,No,8.6000004,Yes,Dannon,58.25
135,No,5.4000001,No,Hiland,58.25
135,No,7.9000006,No,Weight,58.25
135,No,10.8,No,Yoplait,58.25
136,No,6.3000002,Yes,Dannon,42.75
136,No,6.0999999,No,Hiland,42.75
136,No,6.3000002,No,Weight,42.75
136,No,8.8000002,No,Yoplait,42.75
137,No,8.1000004,No,Dannon,36.25
137,No,6.0999999,No,Hiland,36.25
137,No,8.1000004,Yes,Weight,36.25
137,No,11.5,No,Yoplait,36.25
138,No,8.1000004,No,Dannon,46.25
138,No,6.0999999,No,Hiland,46.25
138,No,8.1000004,Yes,Weight,46.25
138,No,11.5,No,Yoplait,46.25
139,No,8.1000004,No,Dannon,49.5
139,No,6.0999999,No,Hiland,49.5
139,No,8.1000004,Yes,Weight,49.5
139,No,11.5,No,Yoplait,49.5
140,No,8.1000004,No,Dannon,28.25
140,No,4.9000001,No,Hiland,28.25
140,No,7.9000006,Yes,Weight,28.25
140,No,11.5,No,Yoplait,28.25
141,No,8.1000004,No,Dannon,67
141,No,6.0999999,No,Hiland,67
141,No,8.1000004,Yes,Weight,67
141,No,10.8,No,Yoplait,67
142,No,8.1000004,No,Dannon,55.5
142,No,6.0999999,No,Hiland,55.5
142,No,8.1000004,Yes,Weight,55.5
142,No,10.8,No,Yoplait,55.5
143,No,8.1000004,No,Dannon,37.75
143,No,6.0999999,No,Hiland,37.75
143,No,8.1000004,Yes,Weight,37.75
143,No,11.5,No,Yoplait,37.75
144,No,8.1000004,No,Dannon,62
144,No,4.9000001,No,Hiland,62
144,No,7.9000006,No,Weight,62
144,No,11.5,Yes,Yoplait,62
145,No,8.1000004,No,Dannon,58.5
145,No,6.0999999,No,Hiland,58.5
145,No,8.1000004,Yes,Weight,58.5
145,No,10.8,No,Yoplait,58.5
146,No,8.1000004,No,Dannon,101.25
146,No,4.9000001,No,Hiland,101.25
146,No,7.9000006,No,Weight,101.25
146,No,11.5,Yes,Yoplait,101.25
147,No,8.1000004,No,Dannon,55.75
147,No,4.9000001,No,Hiland,55.75
147,No,7.9000006,No,Weight,55.75
147,No,11.5,Yes,Yoplait,55.75
148,No,8.6000004,No,Dannon,86
148,No,6.0999999,No,Hiland,86
148,No,8.6000004,No,Weight,86
148,No,10.8,Yes,Yoplait,86
149,No,8.6999998,No,Dannon,119.5
149,No,6.8000002,No,Hiland,119.5
149,No,9.3999996,No,Weight,119.5
149,No,10.8,Yes,Yoplait,119.5
150,No,8.6000004,No,Dannon,84.5
150,No,5.4000001,No,Hiland,84.5
150,No,7.9000006,No,Weight,84.5
150,No,10.8,Yes,Yoplait,84.5
151,No,8.1000004,No,Dannon,47.5
151,No,6.0999999,No,Hiland,47.5
151,No,8.6000004,No,Weight,47.5
151,No,2.2,Yes,Yoplait,47.5
152,No,8.6000004,No,Dannon,63
152,No,6.0999999,No,Hiland,63
152,No,9.0999994,No,Weight,63
152,No,12.2,Yes,Yoplait,63
153,No,8.6000004,No,Dannon,95.5
153,No,6.0999999,No,Hiland,95.5
153,No,9.0999994,No,Weight,95.5
153,No,12.2,Yes,Yoplait,95.5
154,No,8.6000004,No,Dannon,120.25
154,No,6.0999999,No,Hiland,120.25
154,No,8.6000004,No,Weight,120.25
154,No,12.2,Yes,Yoplait,120.25
155,No,8.6000004,No,Dannon,93
155,No,6.0999999,No,Hiland,93
155,No,8.6000004,No,Weight,93
155,No,12.2,Yes,Yoplait,93
156,No,8.6000004,Yes,Dannon,44.25
156,No,6.0999999,No,Hiland,44.25
156,No,8.6000004,No,Weight,44.25
156,No,12.2,No,Yoplait,44.25
157,No,8.6000004,No,Dannon,76.25
157,No,6.0999999,No,Hiland,76.25
157,No,8.6000004,No,Weight,76.25
157,No,12.2,Yes,Yoplait,76.25
158,No,8.6000004,No,Dannon,92.75
158,No,6.0999999,No,Hiland,92.75
158,No,8.6000004,No,Weight,92.75
158,No,12.2,Yes,Yoplait,92.75
159,No,8.6000004,No,Dannon,94.75
159,No,6.0999999,No,Hiland,94.75
159,No,8.6000004,No,Weight,94.75
159,No,12.2,Yes,Yoplait,94.75
160,No,8.1000004,No,Dannon,79.5
160,No,6.0999999,No,Hiland,79.5
160,No,8.6000004,No,Weight,79.5
160,No,12.2,Yes,Yoplait,79.5
161,No,8.1000004,No,Dannon,72.5
161,No,6.0999999,No,Hiland,72.5
161,No,8.6000004,No,Weight,72.5
161,No,12.2,Yes,Yoplait,72.5
162,No,8.6000004,No,Dannon,105.75
162,No,6.0999999,No,Hiland,105.75
162,No,8.6000004,No,Weight,105.75
162,No,12.2,Yes,Yoplait,105.75
163,No,8.6000004,No,Dannon,81.5
163,No,6.0999999,No,Hiland,81.5
163,No,8.6000004,No,Weight,81.5
163,No,12.2,Yes,Yoplait,81.5
164,No,8.1000004,Yes,Dannon,61.75
164,No,4.9000001,No,Hiland,61.75
164,No,7.9000006,No,Weight,61.75
164,No,10.3,No,Yoplait,61.75
165,No,8.1000004,Yes,Dannon,57.25
165,No,4.9000001,No,Hiland,57.25
165,No,7.9000006,No,Weight,57.25
165,No,10.3,No,Yoplait,57.25
166,No,8.1000004,Yes,Dannon,83
166,No,4.9000001,No,Hiland,83
166,No,7.9000006,No,Weight,83
166,No,10.3,No,Yoplait,83
167,Yes,6.0999999,Yes,Dannon,31.75
167,No,4.9000001,No,Hiland,31.75
167,No,7.9000006,No,Weight,31.75
167,No,10.3,No,Yoplait,31.75
168,Yes,6.0999999,Yes,Dannon,27.5
168,No,4.9000001,No,Hiland,27.5
168,No,7.9000006,No,Weight,27.5
168,No,10.3,No,Yoplait,27.5
169,No,8.6000004,Yes,Dannon,48.75
169,No,5.4000001,No,Hiland,48.75
169,No,7.9000006,No,Weight,48.75
169,No,11.5,No,Yoplait,48.75
170,No,8.6000004,Yes,Dannon,48.75
170,No,5.4000001,No,Hiland,48.75
170,No,7.9000006,No,Weight,48.75
170,No,10.8,No,Yoplait,48.75
171,No,8.6000004,Yes,Dannon,76.5
171,No,5.4000001,No,Hiland,76.5
171,No,7.9000006,No,Weight,76.5
171,No,10.8,No,Yoplait,76.5
172,No,8.6000004,Yes,Dannon,93.5
172,No,5.4000001,No,Hiland,93.5
172,No,7.9000006,No,Weight,93.5
