,id,feat,price,choice,brand,income
293,74,0,6.9,0,Dannon,65.5
294,74,0,6.1,0,Hiland,65.5
295,74,0,8.6,1,Weight,65.5
296,74,0,10.8,0,Yoplait,65.5
305,77,0,5.1,0,Dannon,53.25
306,77,0,6.6,0,Hiland,53.25
307,77,0,8.6,1,Weight,53.25
308,77,0,11.5,0,Yoplait,53.25
313,79,0,8.1,0,Dannon,39.5
314,79,0,6.6,0,Hiland,39.5
315,79,0,8.1,1,Weight,39.5
316,79,0,11.5,0,Yoplait,39.5
317,80,0,8.1,0,Dannon,57.5
318,80,0,6.1,0,Hiland,57.5
319,80,0,8.1,1,Weight,57.5
320,80,0,11.5,0,Yoplait,57.5
321,81,0,8.1,0,Dannon,57.25
322,81,0,6.1,0,Hiland,57.25
323,81,0,8.1,1,Weight,57.25
324,81,0,11.5,0,Yoplait,57.25
329,83,0,8.1,0,Dannon,83.25
330,83,0,6.1,0,Hiland,83.25
331,83,0,8.1,0,Weight,83.25
332,83,0,11.2,1,Yoplait,83.25
333,84,0,8.6,0,Dannon,78.25
334,84,0,6.1,0,Hiland,78.25
335,84,0,8.6,0,Weight,78.25
336,84,0,12.2,1,Yoplait,78.25
337,85,0,8.6,0,Dannon,119.25
338,85,0,6.1,0,Hiland,119.25
339,85,0,8.6,0,Weight,119.25
340,85,0,12.2,1,Yoplait,119.25
341,86,0,8.6,0,Dannon,77.25
342,86,0,6.1,0,Hiland,77.25
343,86,0,8.6,0,Weight,77.25
344,86,0,12.2,1,Yoplait,77.25
345,87,0,8.6,0,Dannon,128.5
346,87,0,6.1,0,Hiland,128.5
347,87,0,8.6,0,Weight,128.5
348,87,0,12.2,1,Yoplait,128.5
361,91,0,7.4,1,Dannon,33.5
362,91,0,6.1,0,Hiland,33.5
363,91,0,8.1,0,Weight,33.5
364,91,0,11,0,Yoplait,33.5
373,94,0,8.1,1,Dannon,44
374,94,0,6.6,0,Hiland,44
375,94,0,7.9,0,Weight,44
376,94,0,10.3,0,Yoplait,44
377,95,0,8.1,1,Dannon,60.25
378,95,0,6.6,0,Hiland,60.25
379,95,0,7.9,0,Weight,60.25
380,95,0,10.3,0,Yoplait,60.25
381,96,0,8.1,1,Dannon,46.75
382,96,0,6.6,0,Hiland,46.75
383,96,0,7.9,0,Weight,46.75
384,96,0,10.3,0,Yoplait,46.75
385,97,0,8.1,1,Dannon,39.25
386,97,0,6.6,0,Hiland,39.25
387,97,0,7.9,0,Weight,39.25
388,97,0,12.5,0,Yoplait,39.25
389,98,0,8.1,1,Dannon,46.5
390,98,0,6.6,0,Hiland,46.5
391,98,0,7.9,0,Weight,46.5
392,98,0,12.5,0,Yoplait,46.5
393,99,0,9.8,0,Dannon,37.75
394,99,0,4.9,0,Hiland,37.75
395,99,0,7.9,0,Weight,37.75
396,99,0,2,1,Yoplait,37.75
401,101,1,6.1,1,Dannon,30
402,101,0,4.9,0,Hiland,30
403,101,0,7.9,0,Weight,30
404,101,0,10.3,0,Yoplait,30
405,102,0,8.1,0,Dannon,78.75
406,102,0,5,0,Hiland,78.75
407,102,0,7.9,0,Weight,78.75
408,102,0,10.8,1,Yoplait,78.75
409,103,0,8.1,0,Dannon,109
410,103,0,5,0,Hiland,109
411,103,0,7.9,0,Weight,109
412,103,0,10.8,1,Yoplait,109
413,104,0,8.1,1,Dannon,85.5
414,104,0,5,0,Hiland,85.5
415,104,0,7.9,0,Weight,85.5
416,104,0,10.8,0,Yoplait,85.5
417,105,0,8.1,1,Dannon,36
418,105,0,5,0,Hiland,36
419,105,0,7.9,0,Weight,36
420,105,0,10.8,0,Yoplait,36
421,106,0,8.1,1,Dannon,69.25
422,106,0,5,0,Hiland,69.25
423,106,0,7.9,0,Weight,69.25
424,106,0,10.8,0,Yoplait,69.25
433,109,0,6.3,1,Dannon,28.25
434,109,0,5,0,Hiland,28.25
435,109,0,7.9,0,Weight,28.25
436,109,0,10.8,0,Yoplait,28.25
437,110,0,5.1,0,Dannon,123.25
438,110,0,5,0,Hiland,123.25
439,110,0,7.9,0,Weight,123.25
440,110,0,10.8,1,Yoplait,123.25
445,112,0,7.4,1,Dannon,37
446,112,0,6.1,0,Hiland,37
447,112,0,8.1,0,Weight,37
448,112,0,10.3,0,Yoplait,37
457,115,0,7.4,1,Dannon,55
458,115,0,6.1,0,Hiland,55
459,115,0,8.1,0,Weight,55
460,115,0,10.3,0,Yoplait,55
465,117,0,8.1,1,Dannon,26.25
466,117,0,6.6,0,Hiland,26.25
467,117,0,7.9,0,Weight,26.25
468,117,0,12.5,0,Yoplait,26.25
469,118,0,8.1,1,Dannon,53.75
470,118,0,4.9,0,Hiland,53.75
471,118,0,7.9,0,Weight,53.75
472,118,0,10.3,0,Yoplait,53.75
473,119,0,8.1,1,Dannon,48.5
474,119,0,4.9,0,Hiland,48.5
475,119,0,7.9,0,Weight,48.5
476,119,0,10.3,0,Yoplait,48.5
477,120,0,8.1,1,Dannon,56.5
478,120,0,4.9,0,Hiland,56.5
479,120,0,7.9,0,Weight,56.5
480,120,0,10.3,0,Yoplait,56.5
485,122,0,8.1,1,Dannon,39.25
486,122,0,4.9,0,Hiland,39.25
487,122,0,7.9,0,Weight,39.25
488,122,0,12.5,0,Yoplait,39.25
489,123,0,8.1,1,Dannon,79.75
490,123,0,5,0,Hiland,79.75
491,123,0,7.9,0,Weight,79.75
492,123,0,10.8,0,Yoplait,79.75
493,124,0,8.1,1,Dannon,59.25
494,124,0,4.9,0,Hiland,59.25
495,124,0,7.9,0,Weight,59.25
496,124,0,10.3,0,Yoplait,59.25
497,125,0,8.1,1,Dannon,72
498,125,0,4.9,0,Hiland,72
499,125,0,7.9,0,Weight,72
500,125,0,10.3,0,Yoplait,72
501,126,0,8.1,1,Dannon,73.25
502,126,0,4.9,0,Hiland,73.25
503,126,0,7.9,0,Weight,73.25
504,126,0,10.3,0,Yoplait,73.25
505,127,0,8.1,1,Dannon,59.5
506,127,0,4.9,0,Hiland,59.5
507,127,0,7.9,0,Weight,59.5
508,127,0,10.3,0,Yoplait,59.5
509,128,0,8.1,1,Dannon,55.75
510,128,0,4.9,0,Hiland,55.75
511,128,0,7.9,0,Weight,55.75
512,128,0,10.3,0,Yoplait,55.75
513,129,1,6.1,1,Dannon,36.25
514,129,0,4.9,0,Hiland,36.25
515,129,0,7.9,0,Weight,36.25
516,129,0,10.3,0,Yoplait,36.25
517,130,0,8.1,1,Dannon,54.25
518,130,0,5,0,Hiland,54.25
519,130,0,7.9,0,Weight,54.25
520,130,0,10.8,0,Yoplait,54.25
521,131,0,8.6,1,Dannon,44.75
522,131,0,5,0,Hiland,44.75
523,131,0,8.6,0,Weight,44.75
524,131,0,12.2,0,Yoplait,44.75
525,132,0,8.6,1,Dannon,46.75
526,132,0,5.4,0,Hiland,46.75
527,132,0,7.9,0,Weight,46.75
528,132,0,10.8,0,Yoplait,46.75
529,133,0,8.6,1,Dannon,48.5
530,133,0,5,0,Hiland,48.5
531,133,1,6.9,0,Weight,48.5
532,133,0,5.5,0,Yoplait,48.5
533,134,0,8.6,1,Dannon,74.25
534,134,0,5,0,Hiland,74.25
535,134,1,6.9,0,Weight,74.25
536,134,0,5.5,0,Yoplait,74.25
537,135,0,8.6,1,Dannon,58.25
538,135,0,5.4,0,Hiland,58.25
539,135,0,7.9,0,Weight,58.25
540,135,0,10.8,0,Yoplait,58.25
541,136,0,6.3,1,Dannon,42.75
542,136,0,6.1,0,Hiland,42.75
543,136,0,6.3,0,Weight,42.75
544,136,0,8.8,0,Yoplait,42.75
545,137,0,8.1,0,Dannon,36.25
546,137,0,6.1,0,Hiland,36.25
547,137,0,8.1,1,Weight,36.25
548,137,0,11.5,0,Yoplait,36.25
549,138,0,8.1,0,Dannon,46.25
550,138,0,6.1,0,Hiland,46.25
551,138,0,8.1,1,Weight,46.25
552,138,0,11.5,0,Yoplait,46.25
557,140,0,8.1,0,Dannon,28.25
558,140,0,4.9,0,Hiland,28.25
559,140,0,7.9,1,Weight,28.25
560,140,0,11.5,0,Yoplait,28.25
561,141,0,8.1,0,Dannon,67
562,141,0,6.1,0,Hiland,67
563,141,0,8.1,1,Weight,67
564,141,0,10.8,0,Yoplait,67
569,143,0,8.1,0,Dannon,37.75
570,143,0,6.1,0,Hiland,37.75
571,143,0,8.1,1,Weight,37.75
572,143,0,11.5,0,Yoplait,37.75
573,144,0,8.1,0,Dannon,62
574,144,0,4.9,0,Hiland,62
575,144,0,7.9,0,Weight,62
576,144,0,11.5,1,Yoplait,62
577,145,0,8.1,0,Dannon,58.5
578,145,0,6.1,0,Hiland,58.5
579,145,0,8.1,1,Weight,58.5
580,145,0,10.8,0,Yoplait,58.5
581,146,0,8.1,0,Dannon,101.25
582,146,0,4.9,0,Hiland,101.25
583,146,0,7.9,0,Weight,101.25
584,146,0,11.5,1,Yoplait,101.25
585,147,0,8.1,0,Dannon,55.75
586,147,0,4.9,0,Hiland,55.75
587,147,0,7.9,0,Weight,55.75
588,147,0,11.5,1,Yoplait,55.75
593,149,0,8.7,0,Dannon,119.5
594,149,0,6.8,0,Hiland,119.5
595,149,0,9.4,0,Weight,119.5
596,149,0,10.8,1,Yoplait,119.5
597,150,0,8.6,0,Dannon,84.5
598,150,0,5.4,0,Hiland,84.5
599,150,0,7.9,0,Weight,84.5
600,150,0,10.8,1,Yoplait,84.5
601,151,0,8.1,0,Dannon,47.5
602,151,0,6.1,0,Hiland,47.5
603,151,0,8.6,0,Weight,47.5
604,151,0,2.2,1,Yoplait,47.5
605,152,0,8.6,0,Dannon,63
606,152,0,6.1,0,Hiland,63
607,152,0,9.1,0,Weight,63
608,152,0,12.2,1,Yoplait,63
613,154,0,8.6,0,Dannon,120.25
614,154,0,6.1,0,Hiland,120.25
615,154,0,8.6,0,Weight,120.25
616,154,0,12.2,1,Yoplait,120.25
621,156,0,8.6,1,Dannon,44.25
622,156,0,6.1,0,Hiland,44.25
623,156,0,8.6,0,Weight,44.25
624,156,0,12.2,0,Yoplait,44.25
629,158,0,8.6,0,Dannon,92.75
630,158,0,6.1,0,Hiland,92.75
631,158,0,8.6,0,Weight,92.75
632,158,0,12.2,1,Yoplait,92.75
633,159,0,8.6,0,Dannon,94.75
634,159,0,6.1,0,Hiland,94.75
635,159,0,8.6,0,Weight,94.75
636,159,0,12.2,1,Yoplait,94.75
637,160,0,8.1,0,Dannon,79.5
638,160,0,6.1,0,Hiland,79.5
639,160,0,8.6,0,Weight,79.5
640,160,0,12.2,1,Yoplait,79.5
645,162,0,8.6,0,Dannon,105.75
646,162,0,6.1,0,Hiland,105.75
647,162,0,8.6,0,Weight,105.75
648,162,0,12.2,1,Yoplait,105.75
649,163,0,8.6,0,Dannon,81.5
650,163,0,6.1,0,Hiland,81.5
651,163,0,8.6,0,Weight,81.5
652,163,0,12.2,1,Yoplait,81.5
653,164,0,8.1,1,Dannon,61.75
654,164,0,4.9,0,Hiland,61.75
655,164,0,7.9,0,Weight,61.75
656,164,0,10.3,0,Yoplait,61.75
657,165,0,8.1,1,Dannon,57.25
658,165,0,4.9,0,Hiland,57.25
659,165,0,7.9,0,Weight,57.25
660,165,0,10.3,0,Yoplait,57.25
661,166,0,8.1,1,Dannon,83
662,166,0,4.9,0,Hiland,83
663,166,0,7.9,0,Weight,83
664,166,0,10.3,0,Yoplait,83
665,167,1,6.1,1,Dannon,31.75
666,167,0,4.9,0,Hiland,31.75
667,167,0,7.9,0,Weight,31.75
668,167,0,10.3,0,Yoplait,31.75
673,169,0,8.6,1,Dannon,48.75
674,169,0,5.4,0,Hiland,48.75
675,169,0,7.9,0,Weight,48.75
676,169,0,11.5,0,Yoplait,48.75
677,170,0,8.6,1,Dannon,48.75
678,170,0,5.4,0,Hiland,48.75
679,170,0,7.9,0,Weight,48.75
680,170,0,10.8,0,Yoplait,48.75
681,171,0,8.6,1,Dannon,76.5
682,171,0,5.4,0,Hiland,76.5
683,171,0,7.9,0,Weight,76.5
684,171,0,10.8,0,Yoplait,76.5
685,172,0,8.6,1,Dannon,93.5
686,172,0,5.4,0,Hiland,93.5
687,172,0,7.9,0,Weight,93.5
688,172,0,10.8,0,Yoplait,93.5
689,173,1,6.3,1,Dannon,42.75
690,173,0,5.4,0,Hiland,42.75
691,173,0,8.1,0,Weight,42.75
692,173,0,5.7,0,Yoplait,42.75
697,175,0,6.3,1,Dannon,37.75
698,175,1,6.1,0,Hiland,37.75
699,175,0,7.9,0,Weight,37.75
700,175,0,11.5,0,Yoplait,37.75
701,176,0,6.3,1,Dannon,42
702,176,0,6.1,0,Hiland,42
703,176,0,6.3,0,Weight,42
704,176,0,11.5,0,Yoplait,42
705,177,0,6.3,1,Dannon,31.75
706,177,0,6.1,0,Hiland,31.75
707,177,0,6.3,0,Weight,31.75
708,177,0,11.5,0,Yoplait,31.75
709,178,0,8.6,1,Dannon,70
710,178,0,4.4,0,Hiland,70
711,178,0,8.1,0,Weight,70
712,178,0,11,0,Yoplait,70
721,181,0,8.6,0,Dannon,93.5
722,181,0,5.4,0,Hiland,93.5
723,181,0,7.9,0,Weight,93.5
724,181,0,10.8,1,Yoplait,93.5
725,182,0,8.6,0,Dannon,42.25
726,182,0,6.1,0,Hiland,42.25
727,182,0,8.1,1,Weight,42.25
728,182,0,11,0,Yoplait,42.25
729,183,0,8.6,1,Dannon,43.75
730,183,0,6.1,0,Hiland,43.75
731,183,0,8.1,0,Weight,43.75
732,183,0,11,0,Yoplait,43.75
733,184,0,8.6,0,Dannon,35.75
734,184,1,3.1,1,Hiland,35.75
735,184,0,8.1,0,Weight,35.75
736,184,0,11,0,Yoplait,35.75
737,185,0,8.6,0,Dannon,34.25
738,185,1,3.1,1,Hiland,34.25
739,185,0,8.1,0,Weight,34.25
740,185,0,11,0,Yoplait,34.25
741,186,0,8.6,1,Dannon,62.5
742,186,0,2.9,0,Hiland,62.5
743,186,0,6.1,0,Weight,62.5
744,186,0,11,0,Yoplait,62.5
745,187,0,8.6,1,Dannon,51
746,187,0,2.9,0,Hiland,51
747,187,0,6.1,0,Weight,51
748,187,0,11,0,Yoplait,51
753,189,0,8.1,1,Dannon,36.5
754,189,0,5,0,Hiland,36.5
755,189,0,8,0,Weight,36.5
756,189,0,11.6,0,Yoplait,36.5
757,190,0,8.1,1,Dannon,57
758,190,0,6.1,0,Hiland,57
759,190,0,7.9,0,Weight,57
760,190,0,10.8,0,Yoplait,57
761,191,0,8.1,1,Dannon,60
762,191,0,5,0,Hiland,60
763,191,0,7.9,0,Weight,60
764,191,0,10.8,0,Yoplait,60
765,192,0,8.1,1,Dannon,57.5
766,192,0,5,0,Hiland,57.5
767,192,0,8.1,0,Weight,57.5
768,192,0,10.8,0,Yoplait,57.5
769,193,0,8.1,1,Dannon,41.5
770,193,0,5,0,Hiland,41.5
771,193,0,8.1,0,Weight,41.5
772,193,0,10.8,0,Yoplait,41.5
781,196,0,8.1,1,Dannon,55
782,196,0,5,0,Hiland,55
783,196,0,8.1,0,Weight,55
784,196,0,10.8,0,Yoplait,55
785,197,0,7.4,1,Dannon,55.75
786,197,0,6.1,0,Hiland,55.75
787,197,0,8.1,0,Weight,55.75
788,197,0,10.3,0,Yoplait,55.75
789,198,0,8.1,1,Dannon,51.5
790,198,0,6.4,0,Hiland,51.5
791,198,0,8.1,0,Weight,51.5
792,198,0,10.3,0,Yoplait,51.5
793,199,0,8.1,1,Dannon,51.75
794,199,0,4.9,0,Hiland,51.75
795,199,0,7.9,0,Weight,51.75
796,199,0,10.3,0,Yoplait,51.75
797,200,0,8.1,1,Dannon,70.75
798,200,0,4.9,0,Hiland,70.75
799,200,0,7.9,0,Weight,70.75
800,200,0,10.3,0,Yoplait,70.75
801,201,0,8.1,0,Dannon,33.75
802,201,0,4.9,0,Hiland,33.75
803,201,0,7.9,0,Weight,33.75
804,201,0,3.7,1,Yoplait,33.75
805,202,0,8.1,0,Dannon,70.5
806,202,0,4.9,0,Hiland,70.5
807,202,0,7.9,0,Weight,70.5
808,202,0,9.8,1,Yoplait,70.5
809,203,0,8.1,0,Dannon,80.5
810,203,0,4.9,0,Hiland,80.5
811,203,0,7.9,0,Weight,80.5
812,203,0,10.3,1,Yoplait,80.5
813,204,0,8.1,0,Dannon,97
814,204,0,4.9,0,Hiland,97
815,204,0,7.9,0,Weight,97
816,204,0,10.3,1,Yoplait,97
817,205,0,8.1,0,Dannon,91.25
818,205,0,4.9,0,Hiland,91.25
819,205,0,7.9,0,Weight,91.25
820,205,0,10.3,1,Yoplait,91.25
821,206,0,8.1,1,Dannon,30.5
822,206,0,4.9,0,Hiland,30.5
823,206,0,7.9,0,Weight,30.5
824,206,0,11.5,0,Yoplait,30.5
829,208,0,9.2,0,Dannon,69.75
830,208,0,5,0,Hiland,69.75
831,208,0,7.9,0,Weight,69.75
832,208,0,10.8,1,Yoplait,69.75
833,209,0,9.8,0,Dannon,111.5
834,209,0,5,0,Hiland,111.5
835,209,0,7.9,0,Weight,111.5
836,209,0,10.8,1,Yoplait,111.5
841,211,0,9.8,0,Dannon,71.25
842,211,0,5,0,Hiland,71.25
843,211,0,7.9,0,Weight,71.25
844,211,0,10.8,1,Yoplait,71.25
845,212,0,8.1,0,Dannon,81.5
846,212,0,5,0,Hiland,81.5
847,212,0,7.9,0,Weight,81.5
848,212,0,10.8,1,Yoplait,81.5
849,213,0,8.1,0,Dannon,60.25
850,213,0,5,0,Hiland,60.25
851,213,0,7.9,0,Weight,60.25
852,213,0,10.8,1,Yoplait,60.25
861,216,0,6.3,0,Dannon,105
862,216,0,5,0,Hiland,105
863,216,0,7.9,0,Weight,105
864,216,0,10.8,1,Yoplait,105
865,217,0,8.6,0,Dannon,91
866,217,0,5,0,Hiland,91
867,217,0,7.9,0,Weight,91
868,217,0,10.8,1,Yoplait,91
869,218,0,8.6,0,Dannon,92.5
870,218,0,5,0,Hiland,92.5
871,218,0,7.9,0,Weight,92.5
872,218,0,10.8,1,Yoplait,92.5
873,219,0,4.2,0,Dannon,109
874,219,0,5,0,Hiland,109
875,219,0,7.9,0,Weight,109
876,219,0,10.8,1,Yoplait,109
877,220,0,7.4,0,Dannon,19.5
878,220,0,6.1,0,Hiland,19.5
879,220,0,8.1,1,Weight,19.5
880,220,0,12.5,0,Yoplait,19.5
881,221,0,7.4,0,Dannon,51.5
882,221,0,6.1,0,Hiland,51.5
883,221,0,8.1,1,Weight,51.5
884,221,0,12.5,0,Yoplait,51.5
885,222,0,7.4,0,Dannon,54.25
886,222,0,6.1,0,Hiland,54.25
887,222,0,8.1,1,Weight,54.25
888,222,0,10.3,0,Yoplait,54.25
889,223,0,7.4,0,Dannon,56.25
890,223,0,6.1,0,Hiland,56.25
891,223,0,8.1,1,Weight,56.25
892,223,0,10.3,0,Yoplait,56.25
893,224,0,9.8,0,Dannon,88.25
894,224,0,6.6,0,Hiland,88.25
895,224,0,7.9,0,Weight,88.25
896,224,0,10.3,1,Yoplait,88.25
897,225,0,9.8,1,Dannon,74.5
